population,asset_class,symbol,horizon_min,n_origins,rung,execution,hurdle_bps,fraction_signed_endpoint_above_hurdle,fraction_future_up_excursion_above_hurdle
"xstock_spot; A/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,A/USD,5,610,1,TT,20.02002002001957,0.12622950819672132,0.20163934426229507
"xstock_spot; LULU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,15,1391,2,TT,16.012810248198228,0.29259525521207763,0.6369518332135155
"xstock_spot; LULU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,15,1391,2,MT,6.004803843076001,0.40115025161754136,0.8173975557153127
"xstock_spot; LULU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,15,1391,2,MM,-3.9992001599675753,0.5212077641984184,0.9762760603882099
"xstock_spot; LULU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,60,708,1,TT,20.02002002001957,0.4872881355932203,0.8615819209039548
"xstock_spot; LULU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,60,708,1,MT,8.00800800800916,0.5169491525423728,0.9548022598870056
"xstock_spot; LULU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,60,708,1,MM,-3.9992001599675753,0.5621468926553672,0.9929378531073446
"xstock_spot; LULU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,60,708,2,TT,16.012810248198228,0.4929378531073446,0.8983050847457628
"xstock_spot; LULU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,60,708,2,MT,6.004803843076001,0.5211864406779662,0.961864406779661
"xstock_spot; LULU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,60,708,2,MM,-3.9992001599675753,0.5621468926553672,0.9929378531073446
"xstock_spot; LULU/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,240,196,1,TT,20.02002002001957,0.6224489795918368,0.9795918367346939
"xstock_spot; LULU/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,240,196,1,MT,8.00800800800916,0.6581632653061225,0.9897959183673469
"xstock_spot; LULU/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,240,196,1,MM,-3.9992001599675753,0.6785714285714286,1.0
"xstock_spot; LULU/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,240,196,2,TT,16.012810248198228,0.6377551020408163,0.9897959183673469
"xstock_spot; LULU/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,240,196,2,MT,6.004803843076001,0.6632653061224489,0.9897959183673469
"xstock_spot; LULU/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,240,196,2,MM,-3.9992001599675753,0.6785714285714286,1.0
"xstock_spot; LW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,5,235,1,TT,20.02002002001957,0.08936170212765958,0.1574468085106383
"xstock_spot; LW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,5,235,1,MT,8.00800800800916,0.19148936170212766,0.4
"xstock_spot; LW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,5,235,1,MM,-3.9992001599675753,0.48936170212765956,0.948936170212766
"xstock_spot; LW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,5,235,2,TT,16.012810248198228,0.09787234042553192,0.2
"xstock_spot; LW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,5,235,2,MT,6.004803843076001,0.2170212765957447,0.4808510638297872
"xstock_spot; LW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,5,235,2,MM,-3.9992001599675753,0.48936170212765956,0.948936170212766
"xstock_spot; LW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,15,31,1,TT,20.02002002001957,0.3225806451612903,0.41935483870967744
"xstock_spot; LW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,15,31,1,MT,8.00800800800916,0.3548387096774194,0.6774193548387096
"xstock_spot; LW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,15,31,1,MM,-3.9992001599675753,0.5806451612903226,0.967741935483871
"xstock_spot; LW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,15,31,2,TT,16.012810248198228,0.3225806451612903,0.45161290322580644
"xstock_spot; LW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,15,31,2,MT,6.004803843076001,0.3870967741935484,0.7096774193548387
"xstock_spot; LW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LW/USD,15,31,2,MM,-3.9992001599675753,0.5806451612903226,0.967741935483871
"xstock_spot; LYV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,5,240,1,TT,20.02002002001957,0.08333333333333333,0.12916666666666668
"xstock_spot; LYV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,5,240,1,MT,8.00800800800916,0.24583333333333332,0.4083333333333333
"xstock_spot; LYV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,5,240,1,MM,-3.9992001599675753,0.5458333333333333,0.9416666666666667
"xstock_spot; LYV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,5,240,2,TT,16.012810248198228,0.10416666666666667,0.15833333333333333
"xstock_spot; LYV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,5,240,2,MT,6.004803843076001,0.2833333333333333,0.4875
"xstock_spot; LYV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,5,240,2,MM,-3.9992001599675753,0.5458333333333333,0.9416666666666667
"xstock_spot; LYV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,15,45,1,TT,20.02002002001957,0.08888888888888889,0.26666666666666666
"xstock_spot; LYV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,15,45,1,MT,8.00800800800916,0.1111111111111111,0.6222222222222222
"xstock_spot; LYV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,15,45,1,MM,-3.9992001599675753,0.24444444444444444,0.9777777777777777
"xstock_spot; LYV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,15,45,2,TT,16.012810248198228,0.08888888888888889,0.35555555555555557
"xstock_spot; LYV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,15,45,2,MT,6.004803843076001,0.17777777777777778,0.7333333333333333
"xstock_spot; LYV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LYV/USD,15,45,2,MM,-3.9992001599675753,0.24444444444444444,0.9777777777777777
"xstock_spot; MA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,5,1344,1,TT,20.02002002001957,0.01488095238095238,0.03273809523809524
"xstock_spot; MA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,5,1344,1,MT,8.00800800800916,0.13392857142857142,0.24925595238095238
"xstock_spot; MA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,5,1344,1,MM,-3.9992001599675753,0.6800595238095238,0.9933035714285714
"xstock_spot; MA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,5,1344,2,TT,16.012810248198228,0.031994047619047616,0.0662202380952381
"xstock_spot; MA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,5,1344,2,MT,6.004803843076001,0.19196428571428573,0.3489583333333333
"xstock_spot; MA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,5,1344,2,MM,-3.9992001599675753,0.6800595238095238,0.9933035714285714
"xstock_spot; MA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,15,1034,1,TT,20.02002002001957,0.07640232108317214,0.15087040618955513
"xstock_spot; MA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,15,1034,1,MT,8.00800800800916,0.24854932301740812,0.4941972920696325
"xstock_spot; MA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,15,1034,1,MM,-3.9992001599675753,0.59284332688588,0.9941972920696325
"xstock_spot; MA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,15,1034,2,TT,16.012810248198228,0.11121856866537717,0.22823984526112184
"xstock_spot; MA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,15,1034,2,MT,6.004803843076001,0.30174081237911027,0.586073500967118
"xstock_spot; MA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,15,1034,2,MM,-3.9992001599675753,0.59284332688588,0.9941972920696325
"xstock_spot; MA/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,MA/USD,60,292,1,TT,20.02002002001957,0.2910958904109589,0.5
