population,asset_class,symbol,horizon_min,valid_origins,potential_row_offset_origins,origins_rejected_for_gaps,signed_endpoint_bps_p10,signed_endpoint_bps_p50,signed_endpoint_bps_p90,signed_endpoint_bps_p99,absolute_endpoint_bps_p10,absolute_endpoint_bps_p50,absolute_endpoint_bps_p90,absolute_endpoint_bps_p99,future_up_excursion_bps_p10,future_up_excursion_bps_p50,future_up_excursion_bps_p90,future_up_excursion_bps_p99,future_down_excursion_bps_p10,future_down_excursion_bps_p50,future_down_excursion_bps_p90,future_down_excursion_bps_p99
crypto_spot; 0G/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,0G/USD,5,196,1817,1621,-241.93548387096752,0.0,212.80063749637645,408.2469053195053,0.0,106.38297872340496,300.8702391139378,408.2469053195053,-40.32258064516125,81.30081300812941,267.4102674102674,530.6039488966335,0.0,81.63265306122436,308.3700440528636,403.5874439461884
crypto_spot; NEAR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NEAR/USD,5,2522,5907,3385,-47.50942743042263,3.0246542945833177,60.98259104714754,141.48800456770198,4.861215713653055,26.1282215013936,74.59285254091297,153.2505587681907,-3.0877677568083017,21.54089425055572,76.51413599208713,155.57817682030048,-4.467852151547324,18.840475507500564,62.91043302267141,137.76118141518728
crypto_spot; NEAR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NEAR/USD,15,1043,5897,4854,-107.83976147775331,14.678899082569696,158.18091235918044,307.8318554087357,10.768490568426436,58.92372140127833,183.94932595557427,338.35879472395806,3.552052571286879,57.69037824821854,189.97746424767843,337.1115598024854,-0.9771471924029383,36.397950930170396,127.99753196453236,305.4347311035656
crypto_spot; NEAR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NEAR/USD,60,136,5852,5716,-64.71666534848819,131.5943042882983,670.7659638463336,719.8088236850292,18.570144328290404,155.2623645682527,670.7659638463336,719.8088236850292,143.77641302358745,339.22961481025914,813.0162770865768,844.2550276482806,-2.727868550425061,59.91750036184018,155.8533892169306,277.76120726252196
crypto_spot; NEAR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NEAR/USD,240,0,5672,5672,,,,,,,,,,,,,,,,
crypto_spot; NEIRO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NEIRO/USD,5,0,210,210,,,,,,,,,,,,,,,,
crypto_spot; NEIRO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NEIRO/USD,15,0,200,200,,,,,,,,,,,,,,,,
crypto_spot; NEIRO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NEIRO/USD,60,0,155,155,,,,,,,,,,,,,,,,
crypto_spot; NEIRO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NEIRO/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; NIGHT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NIGHT/USD,5,643,3581,2938,-59.415157376551115,4.574565416284315,74.41731092455144,150.2094712892022,4.448794517641463,27.447392497713665,90.48228325700693,174.33129737981469,0.0,27.447392497712553,90.93521003072568,163.85476362997548,-8.910291616566646,13.440860215053752,77.89686651296581,166.3039811484556
crypto_spot; NIGHT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NIGHT/USD,15,153,3571,3418,-110.24066887087591,-13.268465280850128,127.45557584831161,234.35698149473632,13.091291524726323,71.26948775055708,172.82642479726462,245.28744276229037,8.824570072057725,74.82394366197242,198.8286543703342,290.64562470071365,5.319949831500641,70.82779991146593,150.63382950765416,272.45278309143913
crypto_spot; NIGHT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NIGHT/USD,60,17,3526,3509,59.94778309188887,199.37970757642807,247.89118566054347,275.4470869948032,59.950839478399416,199.37970757642807,247.89118566054347,275.4470869948032,135.52472607590806,239.89338071968012,299.80324406948176,307.452107056959,-6.235690951525541,17.889087656530744,110.61117360329933,171.9217412233954
crypto_spot; NIGHT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NIGHT/USD,240,0,3346,3346,,,,,,,,,,,,,,,,
crypto_spot; NIL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NIL/USD,5,29,1656,1627,-138.9452662001327,19.920318725099584,117.36402660502864,249.8933901918976,19.84126984127088,62.11180124223503,213.9229293437381,265.83266241407074,-19.21793574026043,42.372881355932094,117.36402660502864,277.1855010660995,-20.02485900410189,39.68253968253954,212.94363256784996,284.6473029045644
crypto_spot; NIL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NIL/USD,15,0,1646,1646,,,,,,,,,,,,,,,,
crypto_spot; NIL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NIL/USD,60,0,1601,1601,,,,,,,,,,,,,,,,
crypto_spot; NIL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NIL/USD,240,0,1421,1421,,,,,,,,,,,,,,,,
crypto_spot; NMR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NMR/USD,5,16,333,317,-205.16052462879298,-9.474797308456907,226.37180700094683,462.3926741757554,23.57254166935996,128.4746364215772,324.2690032626283,468.8502909539762,99.36021366786952,268.85301000846516,490.56603773584897,524.3424814179526,-9.551098376312517,108.74483370383325,290.82172456356915,364.082198364272
crypto_spot; NMR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NMR/USD,15,5,323,318,-208.34088816043382,-141.77693761814768,342.1898063731872,592.9582356516448,102.16532050180449,180.2656546489556,463.3159208767852,605.0708471020047,514.3744198814977,530.3030303030298,592.6066886686269,617.9999238811888,54.97308326821227,141.77693761814768,208.34088816043382,225.18602826732075
crypto_spot; NMR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NMR/USD,60,0,278,278,,,,,,,,,,,,,,,,
crypto_spot; NMR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NMR/USD,240,0,98,98,,,,,,,,,,,,,,,,
crypto_spot; NOBODY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NOBODY/USD,5,0,119,119,,,,,,,,,,,,,,,,
crypto_spot; NOBODY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NOBODY/USD,15,0,109,109,,,,,,,,,,,,,,,,
crypto_spot; NOBODY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NOBODY/USD,60,0,64,64,,,,,,,,,,,,,,,,
crypto_spot; NOBODY/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NOBODY/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; NOCK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NOCK/USD,5,6,569,563,-387.62260142177536,-227.81065088757325,1192.3963133640548,2265.5529953917044,112.42603550295827,248.04970972423735,1447.353820446208,2291.0487460999198,-13.588045860281063,71.00591715976546,1346.848160729288,2280.998180128228,-1146.3133640553003,230.76923076922995,387.62260142177536,497.68577289005304
crypto_spot; NOCK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NOCK/USD,15,0,559,559,,,,,,,,,,,,,,,,
crypto_spot; NOCK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NOCK/USD,60,0,514,514,,,,,,,,,,,,,,,,
crypto_spot; NOCK/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NOCK/USD,240,0,334,334,,,,,,,,,,,,,,,,
crypto_spot; NOS/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NOS/USD,5,0,436,436,,,,,,,,,,,,,,,,
crypto_spot; NOS/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NOS/USD,15,0,426,426,,,,,,,,,,,,,,,,
crypto_spot; NOS/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NOS/USD,60,0,381,381,,,,,,,,,,,,,,,,
crypto_spot; NOS/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NOS/USD,240,0,201,201,,,,,,,,,,,,,,,,
crypto_spot; NOT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NOT/USD,5,0,510,510,,,,,,,,,,,,,,,,
crypto_spot; NOT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NOT/USD,15,0,500,500,,,,,,,,,,,,,,,,
crypto_spot; NOT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NOT/USD,60,0,455,455,,,,,,,,,,,,,,,,
crypto_spot; NOT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NOT/USD,240,0,275,275,,,,,,,,,,,,,,,,
crypto_spot; NPC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NPC/USD,5,938,2998,2060,-83.0036713084673,1.8822462261658401,88.35587800746022,255.19184989327562,3.251262601138283,29.00727886095411,133.4787600876856,297.2914360269647,1.349693238847483,49.83338229400336,165.56488014854025,440.9398976894196,0.0,33.915917319430335,136.8199953079614,309.30898239726065
crypto_spot; NPC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NPC/USD,15,247,2988,2741,-143.8808856809879,9.450902561194408,160.00098438738112,276.5333514460123,7.8861714262306055,62.94964028777051,231.64791270541497,585.7304224370612,22.75982207840821,116.04493429419271,264.83569635927176,453.72151050067043,4.824588795116158,65.32585772336729,249.57206506477726,715.9426353611598
crypto_spot; NPC/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NPC/USD,60,0,2943,2943,,,,,,,,,,,,,,,,
crypto_spot; NPC/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NPC/USD,240,0,2763,2763,,,,,,,,,,,,,,,,
crypto_spot; OCEAN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,OCEAN/USD,5,16,359,343,-410.512832309477,97.44978858350794,373.3805805199142,416.20203423373687,97.44978858350794,340.01431639226865,420.32376568144736,488.32179930795786,10.380622837370401,248.8955572226381,380.53877665448874,416.20203423373687,-10.737294201862424,69.04492150140496,478.37370242214456,503.2715185444377
crypto_spot; OCEAN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,OCEAN/USD,15,3,349,346,-11.695708183604658,58.13953488372103,64.49134310009352,65.92049994877732,34.95152213709307,58.13953488372103,64.49134310009352,65.92049994877732,522.1201437385589,546.6472303207004,608.5952316735393,622.533531977928,43.903023764571,102.04081632652961,125.05932605600378,130.2384907451355
crypto_spot; OCEAN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,OCEAN/USD,60,0,304,304,,,,,,,,,,,,,,,,
crypto_spot; OCEAN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,OCEAN/USD,240,0,124,124,,,,,,,,,,,,,,,,
crypto_spot; OGN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,OGN/USD,5,0,11,11,,,,,,,,,,,,,,,,
crypto_spot; OGN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,OGN/USD,15,0,1,1,,,,,,,,,,,,,,,,
crypto_spot; OGN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,OGN/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; OGN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,OGN/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; OKB/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,OKB/USD,5,0,98,98,,,,,,,,,,,,,,,,
crypto_spot; OKB/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,OKB/USD,15,0,88,88,,,,,,,,,,,,,,,,
crypto_spot; OKB/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,OKB/USD,60,0,43,43,,,,,,,,,,,,,,,,
crypto_spot; OKB/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,OKB/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; OMI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,OMI/USD,5,5,300,295,-67.21458304273486,-50.940438871474036,141.01279844203418,149.11774526681788,50.940438871474036,78.06401249024208,141.01279844203418,149.11774526681788,4.702194357365741,11.755485893414352,178.99583915671437,185.8468945633118,14.571948998178819,54.85893416928067,68.78198116185752,77.13580935740362
crypto_spot; OMI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,OMI/USD,15,0,290,290,,,,,,,,,,,,,,,,
crypto_spot; OMI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,OMI/USD,60,0,245,245,,,,,,,,,,,,,,,,
crypto_spot; OMI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,OMI/USD,240,0,65,65,,,,,,,,,,,,,,,,
crypto_spot; ONDO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,ONDO/USD,5,1311,5035,3724,-27.90042527832659,0.8513294928924608,32.69079021530841,83.44875512065262,2.70453008789584,14.710689767898355,42.73872013309199,103.306852045044,-2.5456808281953958,11.727584955183445,42.88455027649407,97.98473998887694,-3.0730548959345683,10.758027143330517,38.1364373737092,79.68310090745635
crypto_spot; ONDO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,ONDO/USD,15,375,5025,4650,-36.53684937014701,5.1761244449277655,63.62064407114909,118.32459692712804,5.640925163661326,25.855264948425607,76.90700369965246,230.4939668506461,2.4391568626245252,28.604898248290045,91.98895389866114,220.40313669317354,-0.6998288453021754,21.47497757359784,69.78960978510541,360.58965921533246
crypto_spot; ONDO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,ONDO/USD,60,0,4980,4980,,,,,,,,,,,,,,,,
crypto_spot; ONDO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,ONDO/USD,240,0,4800,4800,,,,,,,,,,,,,,,,
crypto_spot; OOB/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,OOB/USD,5,65,2067,2002,-434.22034022696596,-38.461538461538325,261.1305621642961,514.1989759876702,20.157467499440695,137.52455795677741,494.5228412426617,559.1013083750507,-20.141249037453733,120.00000000000011,402.33135590579,606.6399835197243,0.0,148.07502467917178,451.72433850807255,668.1668666512733
crypto_spot; OOB/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,OOB/USD,15,0,2057,2057,,,,,,,,,,,,,,,,
crypto_spot; OOB/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,OOB/USD,60,0,2012,2012,,,,,,,,,,,,,,,,
crypto_spot; OOB/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,OOB/USD,240,0,1832,1832,,,,,,,,,,,,,,,,
crypto_spot; OP/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,OP/USD,5,289,2523,2234,-89.79889696860099,9.009009009008917,102.04081632652961,178.12697210652405,9.28679608977001,54.69462169553352,117.18059522937585,198.0096378305335,-8.965403974533936,36.73094582185455,116.90647482014427,188.91306141739366,-10.315675007196212,27.49770852429001,111.38202508654271,186.99480933338887
crypto_spot; OP/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,OP/USD,15,44,2513,2469,-129.21218198966145,24.37836904869983,264.0753017812588,327.98861480075885,30.83318958081749,124.71476563242878,264.0753017812588,327.98861480075885,2.832861189801637,157.52702664838523,304.6495489243584,341.9261044292608,-18.822690673226727,23.858742061474423,189.7018970189701,233.75232527238887
